0.18076223,2.8502972,7.327454
-0.049081136,2.1320367,8.900445
0.45609543,2.4157495,10.30225
0.33997664,4.0066967,11.238382
1.7705121,4.247314,10.392033
1.9009962,3.8235402,9.996989
0.12569559,3.4356794,9.909601
-0.2645593,2.432509,8.627506
-0.075417355,3.0131028,8.073248
0.38067806,3.7193923,7.237672
0.533907,3.9983168,7.9068513
-0.45729253,3.8666358,9.409213
-0.094570965,2.6013002,9.605537
-0.40581718,2.1571758,9.648633
-1.2270284,2.7281928,9.763555
-0.23582886,3.0921116,8.37013
0.44532153,3.205836,7.6841903
-0.16639702,2.7234044,8.431181
-1.2904748,2.0805612,8.807071
-1.1707647,1.7741034,9.232041
0.08020575,2.337938,9.7479925
0.5805939,3.345897,10.111911
0.78529817,3.0442274,10.41358
0.93493575,2.2421699,10.02572
0.93493575,2.2421699,10.02572
0.045489833,1.9093759,9.2069025
-0.7386112,2.2134395,8.257602
0.23463176,2.5234885,6.5960255
0.4249708,2.6084828,6.3889275
-0.45609543,2.220622,8.027759
-0.59376204,1.6903064,9.124303
-0.19273324,1.9177556,10.44231
0.008379706,2.3247697,10.730812
0.7745243,2.7700913,10.651803
0.47405192,2.5941176,10.406398
-0.50876784,1.9752164,9.797073
-0.5267244,1.6436194,8.677784
-0.5614403,2.457648,8.348581
-0.30765492,3.4105403,7.586028
1.0690111,3.5003228,7.823054
0.58538234,3.2249897,8.974665
-0.4405331,3.0693667,10.2495775
-0.06703765,2.9113493,10.115502
0.80445176,3.3662477,9.727641
0.4441244,3.9612067,8.963891
0.30406362,3.6224272,8.133103
-0.4333505,3.4871547,7.275979
-1.0869676,3.4392707,6.5241995
-0.59974754,3.309984,6.160281
-0.076614454,3.6834793,7.089231
0.31244332,3.2920272,8.781932
0.003591303,2.7365725,10.313024
-0.712275,2.5893292,10.729615
-0.007456851,-0.11504856,-0.20772657
-0.38307226,2.741361,9.646238
0.06924219,-0.029827405,-0.18216023
-0.08619126,3.819949,8.220491
0.10226539,0.03195793,-0.15020229
-0.25378537,4.203021,7.6770077
0.07563378,-0.013848438,-0.17257284
-0.50397944,3.5996823,7.9571295
0.027696876,-0.08628642,-0.19281286
-0.866701,3.1364043,8.676587
0.001065265,-0.11717909,-0.18322548
-0.7757214,3.145981,9.31105
0.005326322,-0.15020229,-0.165116
0.22146365,3.6894648,9.283517
0.022370555,-0.1470065,-0.13102753
1.3192052,4.1479545,9.433155
0.01917476,-0.12996227,-0.12357068
1.2378023,3.6391866,10.210073
0.006391587,-0.11504856,-0.18109496
0.01316811,2.7497406,10.415975
0.03195793,-0.03089267,-0.20985709
-0.6476316,2.2158337,9.469068
0.09374327,0.043675844,-0.19387813
-0.11133038,2.6252422,7.7129207
0.1470065,0.07137272,-0.15446335
0.1352724,3.846285,6.2883706
0.14274544,0.05752428,-0.13528858
0.25378537,4.3742065,6.220136
0.070307456,-0.03195793,-0.16298546
0.32321724,3.5817258,7.337031
-0.017044231,-0.13209279,-0.19920446
