0.15442601,2.4624364,8.616732
-0.08841695,-0.17150758,-0.039414786
-1.661576,2.184709,11.2132435
-0.12676647,-0.21944448,-0.037284255
-1.8171991,1.8734628,13.283031
-0.10013486,-0.21411815,-0.010652645
0.22026655,2.0805612,12.870031
-0.014913702,-0.043675844,0.06924219
1.0414777,2.9137435,11.869255
0.056459017,0.08522116,0.07137272
-0.2693477,3.537433,10.805033
0.1107875,0.1470065,0.006391587
-0.6739678,2.719813,7.8386164
0.1587244,0.2514024,0.014913702
-0.5434838,2.2661119,5.9052987
0.13954964,0.18961707,0.014913702
-1.1408371,3.4093432,5.0254292
0.08948222,0.112918034,0.049002163
0.25617957,3.2848446,5.2145715
-0.002130529,-0.05965481,0.05539375
1.3156139,2.918532,7.475895
-0.10226539,-0.2034655,0.041545313
-0.21308395,2.504335,10.679337
-0.1555286,-0.24927188,-0.010652645
-0.79726917,1.6352397,12.941857
-0.11930962,-0.21198763,-0.012783174
0.011971008,2.2050598,13.340492
-0.014913702,-0.02876214,0.05752428
-0.51116204,3.1136594,11.377247
0.098004326,0.17470337,0.05219796
-0.80086046,3.7588966,8.76637
0.15978967,0.26631612,0.04580637
-0.5398925,3.6762967,6.1112
0.1555286,0.28868666,0.05006743
-1.4520833,2.9029696,4.950012
0.08522116,0.18002969,0.013848438
-2.566584,2.622848,5.3342814
0.002130529,0.02130529,0.03195793
-1.661576,2.1559787,6.803124
-0.07989483,-0.13954964,0.080960095
-0.60693014,2.6288335,9.277532
-0.14168017,-0.19068234,0.11824436
-0.11492168,3.4931402,11.425131
-0.13315806,-0.111852765,0.13102753
0.4381389,2.6982653,11.4598465
-0.0628506,0.007456851,0.10333065
0.06344634,1.4736311,10.614694
0.012783174,0.10013486,0.07350325
-2.4049757,1.7046716,9.376891
0.06924219,0.18642128,0.068176925
-2.2290018,2.0171149,7.1861963
0.099069595,0.2247708,0.13422333
-0.25977087,2.516306,5.483919
0.06391586,0.1438107,0.18642128
0.28491,2.9173348,6.679823
