statusId | label
533|Acc Gyro
534|Acc Gyro
535|Acc Gyro
536|Acc Gyro
537|Acc Gyro
538|Acc Gyro
539|Acc Gyro
540|Acc Gyro
541|Acc Gyro
542|Acc Gyro
543|Acc Gyro
544|Acc Gyro
545|Acc Gyro
546|Acc Gyro
547|Acc Gyro
548|Acc Gyro
549|Acc Gyro
550|Acc Gyro
551|Acc Gyro
552|Acc Gyro
553|Acc Gyro
554|Acc Gyro
555|Acc Gyro
556|Acc Gyro
557|Acc Gyro
558|Acc Gyro
559|Acc Gyro
560|Acc Gyro
561|Acc Gyro
562|Acc Gyro
563|Acc Gyro
564|Acc Gyro
565|Acc Gyro
566|Acc Gyro
567|Acc Gyro
568|Acc Gyro
569|Acc Gyro
570|Acc Gyro
statusId|sensorName|value|timestamp
536|MPU6500 Acceleration Sensor|[-1.033098,4.7022123,5.4384294]|1500663765362
536|MPU6500 Gyroscope Sensor|[-0.033023197,0.0063915867,0.0031957934]|1500663765362
536|MPU6500 Acceleration Sensor|[-0.4405331,4.7884035,5.139154]|1500663765367
536|MPU6500 Gyroscope Sensor|[-0.04474111,0.00958738,0.02130529]|1500663765367
536|MPU6500 Acceleration Sensor|[-0.4405331,4.7884035,5.139154]|1500663765368
536|MPU6500 Gyroscope Sensor|[-0.04474111,0.00958738,0.02130529]|1500663765368
536|MPU6500 Acceleration Sensor|[0.5279215,4.4783545,5.09127]|1500663765372
536|MPU6500 Gyroscope Sensor|[-0.0628506,0.013848438,0.023435818]|1500663765372
536|MPU6500 Acceleration Sensor|[0.4237737,4.122815,5.2540755]|1500663765378
536|MPU6500 Gyroscope Sensor|[-0.080960095,0.018109497,0.004261058]|1500663765378
536|MPU6500 Acceleration Sensor|[-0.17357962,4.0138793,5.6539073]|1500663765381
536|MPU6500 Gyroscope Sensor|[-0.094808534,0.023435818,0.0]|1500663765381
536|MPU6500 Acceleration Sensor|[-0.19393034,4.021062,5.7281275]|1500663765387
536|MPU6500 Gyroscope Sensor|[-0.10652645,0.029827405,0.017044231]|1500663765387
536|MPU6500 Acceleration Sensor|[-0.19393034,4.021062,5.7281275]|1500663765388
536|MPU6500 Gyroscope Sensor|[-0.10652645,0.029827405,0.017044231]|1500663765388
536|MPU6500 Acceleration Sensor|[-0.19153613,4.88058,5.7065797]|1500663765393
536|MPU6500 Gyroscope Sensor|[-0.12996227,0.029827405,0.036218993]|1500663765393
536|MPU6500 Acceleration Sensor|[-0.07182605,5.935226,6.3003416]|1500663765397
536|MPU6500 Gyroscope Sensor|[-0.14913702,0.02130529,0.05219796]|1500663765397
536|MPU6500 Acceleration Sensor|[-0.29807812,5.4061074,5.827487]|1500663765401
536|MPU6500 Gyroscope Sensor|[-0.13422333,0.013848438,0.049002163]|1500663765401
536|MPU6500 Acceleration Sensor|[-1.0151415,4.7740383,5.509058]|1500663765407
536|MPU6500 Gyroscope Sensor|[-0.15339808,0.013848438,0.0479369]|1500663765407
536|MPU6500 Acceleration Sensor|[-1.0869676,4.654328,4.8003745]|1500663765412
536|MPU6500 Gyroscope Sensor|[-0.20772657,0.00958738,0.07456851]|1500663765412
536|MPU6500 Acceleration Sensor|[-0.8511387,4.819528,4.619612]|1500663765416
536|MPU6500 Gyroscope Sensor|[-0.257794,-0.0031957934,0.09161274]|1500663765416
536|MPU6500 Acceleration Sensor|[-1.0522517,4.909311,4.1419687]|1500663765422
536|MPU6500 Gyroscope Sensor|[-0.27377295,-0.00958738,0.08522116]|1500663765422
536|MPU6500 Acceleration Sensor|[-0.89902276,5.093664,5.094861]|1500663765427
536|MPU6500 Gyroscope Sensor|[-0.28336033,-0.0053263223,0.0777643]|1500663765426
536|MPU6500 Acceleration Sensor|[-0.4165911,4.9667716,5.366603]|1500663765432
536|MPU6500 Gyroscope Sensor|[-0.2759035,0.004261058,0.06498113]|1500663765432
536|MPU6500 Acceleration Sensor|[0.06703765,4.3287168,5.6227827]|1500663765437
536|MPU6500 Gyroscope Sensor|[-0.28336033,0.01917476,0.03834952]|1500663765437
536|MPU6500 Acceleration Sensor|[-0.06344634,3.819949,5.0613422]|1500663765442
536|MPU6500 Gyroscope Sensor|[-0.32277513,0.025566347,0.022370555]|1500663765442
536|MPU6500 Acceleration Sensor|[-0.24779987,4.098873,4.97156]|1500663765448
536|MPU6500 Gyroscope Sensor|[-0.39840892,0.03195793,0.022370555]|1500663765448
536|MPU6500 Acceleration Sensor|[-0.545878,3.9755719,5.3199162]|1500663765453
536|MPU6500 Gyroscope Sensor|[-0.48043427,0.03089267,0.002130529]|1500663765453
536|MPU6500 Acceleration Sensor|[-0.29927522,3.515885,5.49589]|1500663765457
536|MPU6500 Gyroscope Sensor|[-0.52411014,0.03195793,-0.03195793]|1500663765457
536|MPU6500 Acceleration Sensor|[-0.08499416,3.454833,5.804742]|1500663765461
536|MPU6500 Gyroscope Sensor|[-0.535828,0.02876214,-0.06391586]|1500663765461
536|MPU6500 Acceleration Sensor|[-0.33159694,3.122039,5.2624555]|1500663765466
536|MPU6500 Gyroscope Sensor|[-0.5273059,0.03089267,-0.084155895]|1500663765467
536|MPU6500 Acceleration Sensor|[-0.38307226,3.040636,4.674679]|1500663765472
536|MPU6500 Gyroscope Sensor|[-0.52411014,0.023435818,-0.08522116]|1500663765472
536|MPU6500 Acceleration Sensor|[-0.5231331,2.9257145,4.2640734]|1500663765475
536|MPU6500 Gyroscope Sensor|[-0.5400891,0.0127831735,-0.0777643]|1500663765475
536|MPU6500 Acceleration Sensor|[-0.5398925,3.0142999,4.308366]|1500663765480
536|MPU6500 Gyroscope Sensor|[-0.56672066,0.002130529,-0.070307456]|1500663765480
536|MPU6500 Acceleration Sensor|[-0.5398925,3.0142999,4.308366]|1500663765482
536|MPU6500 Gyroscope Sensor|[-0.56672066,0.002130529,-0.070307456]|1500663765482
536|MPU6500 Gyroscope Sensor|[-0.59228706,-0.0053263223,-0.07137272]|1500663765487
536|MPU6500 Acceleration Sensor|[-0.8415619,2.7593174,4.6938324]|1500663765487
536|MPU6500 Acceleration Sensor|[-0.7589619,2.6527755,4.51307]|1500663765492
536|MPU6500 Gyroscope Sensor|[-0.6061355,-0.010652645,-0.068176925]|1500663765493
536|MPU6500 Acceleration Sensor|[-1.1348516,2.6599581,5.1343656]|1500663765500
536|MPU6500 Gyroscope Sensor|[-0.59761333,-0.025566347,-0.06391586]|1500663765500
536|MPU6500 Acceleration Sensor|[-1.1348516,2.6599581,5.1343656]|1500663765503
536|MPU6500 Gyroscope Sensor|[-0.59761333,-0.025566347,-0.06391586]|1500663765503
536|MPU6500 Acceleration Sensor|[-1.1528081,2.3343468,5.1690817]|1500663765506
536|MPU6500 Gyroscope Sensor|[-0.58056915,-0.033023197,-0.068176925]|1500663765506
536|MPU6500 Acceleration Sensor|[-0.8343793,2.2816741,5.2720323]|1500663765510
536|MPU6500 Gyroscope Sensor|[-0.5773733,-0.04261058,-0.06498113]|1500663765510
536|MPU6500 Acceleration Sensor|[-0.9540894,2.123657,4.8781857]|1500663765515
536|MPU6500 Gyroscope Sensor|[-0.5773733,-0.043675844,-0.058589544]|1500663765515
536|MPU6500 Acceleration Sensor|[-0.9540894,2.123657,4.8781857]|1500663765518
536|MPU6500 Gyroscope Sensor|[-0.5773733,-0.043675844,-0.058589544]|1500663765518
536|MPU6500 Acceleration Sensor|[-0.9564836,1.780089,4.662708]|1500663765521
536|MPU6500 Gyroscope Sensor|[-0.588026,-0.04580637,-0.051132694]|1500663765521
536|MPU6500 Acceleration Sensor|[-1.2749124,1.508347,4.8267107]|1500663765526
536|MPU6500 Gyroscope Sensor|[-0.5954828,-0.051132694,-0.041545313]|1500663765526
536|MPU6500 Acceleration Sensor|[-1.2749124,1.508347,4.8267107]|1500663765528
536|MPU6500 Gyroscope Sensor|[-0.5954828,-0.051132694,-0.041545313]|1500663765527
536|MPU6500 Acceleration Sensor|[-1.496376,1.5825673,5.5880666]|1500663765530
536|MPU6500 Gyroscope Sensor|[-0.58696073,-0.06178534,-0.026631612]|1500663765530
536|MPU6500 Acceleration Sensor|[-1.2988545,1.6986861,5.6790466]|1500663765535
536|MPU6500 Gyroscope Sensor|[-0.55606806,-0.060720075,-0.010652645]|1500663765535
536|MPU6500 Acceleration Sensor|[-1.2988545,1.6986861,5.6790466]|1500663765537
536|MPU6500 Gyroscope Sensor|[-0.55606806,-0.060720075,-0.010652645]|1500663765537
536|MPU6500 Acceleration Sensor|[-0.81881696,1.496376,5.979519]|1500663765540
536|MPU6500 Gyroscope Sensor|[-0.5422196,-0.056459017,0.008522116]|1500663765540
536|MPU6500 Acceleration Sensor|[-0.7074866,1.2892777,6.277597]|1500663765546
536|MPU6500 Gyroscope Sensor|[-0.55287224,-0.053263225,0.024501082]|1500663765546
536|MPU6500 Acceleration Sensor|[-0.61171854,1.115698,6.7372837]|1500663765550
536|MPU6500 Gyroscope Sensor|[-0.5571333,-0.058589544,0.034088463]|1500663765550
536|MPU6500 Acceleration Sensor|[-0.61291564,1.0354922,6.721721]|1500663765555
536|MPU6500 Gyroscope Sensor|[-0.5475459,-0.06391586,0.03195793]|1500663765555
536|MPU6500 Acceleration Sensor|[-0.7110779,0.92895025,7.3322425]|1500663765560
536|MPU6500 Gyroscope Sensor|[-0.53476274,-0.060720075,0.029827405]|1500663765560
536|MPU6500 Acceleration Sensor|[-0.5722142,0.78888947,7.3286514]|1500663765567
536|MPU6500 Gyroscope Sensor|[-0.51452273,-0.05219796,0.03195793]|1500663765566
536|MPU6500 Acceleration Sensor|[-0.2693477,0.6871359,7.3549876]|1500663765570
536|MPU6500 Gyroscope Sensor|[-0.50813115,-0.0479369,0.037284255]|1500663765570
536|MPU6500 Acceleration Sensor|[-0.40222588,0.91578215,8.321048]|1500663765575
536|MPU6500 Gyroscope Sensor|[-0.51026165,-0.04580637,0.049002163]|1500663765575
536|MPU6500 Acceleration Sensor|[-0.40222588,0.91578215,8.321048]|1500663765578
536|MPU6500 Gyroscope Sensor|[-0.51026165,-0.04580637,0.049002163]|1500663765577
536|MPU6500 Acceleration Sensor|[-0.50158525,1.496376,8.255207]|1500663765585
536|MPU6500 Gyroscope Sensor|[-0.4314321,-0.04261058,0.03834952]|1500663765585
536|MPU6500 Acceleration Sensor|[-0.24301147,1.4317327,8.0684595]|1500663765591
536|MPU6500 Gyroscope Sensor|[-0.4261058,-0.03195793,0.034088463]|1500663765591
536|MPU6500 Acceleration Sensor|[-0.20829555,1.7106571,7.489063]|1500663765595
536|MPU6500 Gyroscope Sensor|[-0.42184472,-0.026631612,0.03195793]|1500663765595
536|MPU6500 Acceleration Sensor|[-0.29448682,1.543063,7.4351935]|1500663765600
536|MPU6500 Gyroscope Sensor|[-0.40906155,-0.024501082,0.039414786]|1500663765600
536|MPU6500 Acceleration Sensor|[-0.29448682,1.543063,7.4351935]|1500663765602
536|MPU6500 Gyroscope Sensor|[-0.40906155,-0.024501082,0.039414786]|1500663765602
536|MPU6500 Acceleration Sensor|[-0.34237084,1.3227965,7.1993647]|1500663765605
536|MPU6500 Gyroscope Sensor|[-0.38242993,-0.017044231,0.05006743]|1500663765605
536|MPU6500 Acceleration Sensor|[-0.40462008,0.7673417,7.311892]|1500663765610
536|MPU6500 Gyroscope Sensor|[-0.3536678,-0.015978966,0.0628506]|1500663765610
536|MPU6500 Acceleration Sensor|[-0.3196259,0.62368953,7.9212165]|1500663765615
536|MPU6500 Gyroscope Sensor|[-0.33768883,-0.013848438,0.084155895]|1500663765616
536|MPU6500 Acceleration Sensor|[0.11372458,0.46806642,8.813056]|1500663765621
536|MPU6500 Gyroscope Sensor|[-0.31638354,-0.002130529,0.10652645]|1500663765621
536|MPU6500 Acceleration Sensor|[0.11851298,0.5530606,9.696517]|1500663765626
536|MPU6500 Gyroscope Sensor|[-0.28655612,0.007456851,0.11930962]|1500663765626
536|MPU6500 Acceleration Sensor|[0.009576807,0.7230489,10.903194]|1500663765630
536|MPU6500 Gyroscope Sensor|[-0.25353295,0.007456851,0.12250541]|1500663765630
536|MPU6500 Acceleration Sensor|[-0.15442601,0.62249243,11.6430025]|1500663765635
536|MPU6500 Gyroscope Sensor|[-0.20879184,0.010652645,0.113983296]|1500663765635
536|MPU6500 Acceleration Sensor|[0.2825158,0.33518824,11.955446]|1500663765640
536|MPU6500 Gyroscope Sensor|[-0.18002969,0.02130529,0.098004326]|1500663765640
536|MPU6500 Acceleration Sensor|[0.22385786,0.25977087,12.443863]|1500663765645
536|MPU6500 Gyroscope Sensor|[-0.18216023,0.023435818,0.05965481]|1500663765646
536|MPU6500 Acceleration Sensor|[-0.50637364,0.21068975,13.049597]|1500663765650
536|MPU6500 Gyroscope Sensor|[-0.17044231,0.01917476,0.01917476]|1500663765650
536|MPU6500 Acceleration Sensor|[-1.0582372,0.39743748,13.24233]|1500663765655
536|MPU6500 Gyroscope Sensor|[-0.13209279,0.013848438,-0.007456851]|1500663765655
536|MPU6500 Acceleration Sensor|[-0.92655605,0.5327099,13.162124]|1500663765660
536|MPU6500 Gyroscope Sensor|[-0.07243799,0.0053263223,-0.017044231]|1500663765660
536|MPU6500 Acceleration Sensor|[-0.61052144,0.5710171,12.246342]|1500663765666
536|MPU6500 Gyroscope Sensor|[0.0031957934,0.0031957934,-0.029827405]|1500663765666
536|MPU6500 Acceleration Sensor|[-0.49799395,0.36511576,10.85531]|1500663765670
536|MPU6500 Gyroscope Sensor|[0.06391586,0.0031957934,-0.04580637]|1500663765670
536|MPU6500 Acceleration Sensor|[-0.7170634,0.5650316,9.959879]|1500663765675
536|MPU6500 Gyroscope Sensor|[0.068176925,0.002130529,-0.0479369]|1500663765676
536|MPU6500 Acceleration Sensor|[-0.9708488,1.1767502,10.401609]|1500663765681
536|MPU6500 Gyroscope Sensor|[0.036218993,-0.004261058,-0.03834952]|1500663765680
536|MPU6500 Acceleration Sensor|[-0.94331545,1.5514427,11.000159]|1500663765685
536|MPU6500 Gyroscope Sensor|[0.025566347,-0.0063915867,-0.026631612]|1500663765685
536|MPU6500 Acceleration Sensor|[-0.94331545,1.5514427,11.000159]|1500663765687
536|MPU6500 Gyroscope Sensor|[0.025566347,-0.0063915867,-0.026631612]|1500663765687
536|MPU6500 Acceleration Sensor|[-0.93732995,1.5466543,11.969811]|1500663765691
536|MPU6500 Gyroscope Sensor|[0.05006743,0.004261058,-0.010652645]|1500663765691
536|MPU6500 Acceleration Sensor|[-0.41180268,1.8219875,12.016499]|1500663765695
536|MPU6500 Gyroscope Sensor|[0.08628642,0.011717909,0.0063915867]|1500663765695
536|MPU6500 Acceleration Sensor|[-0.20829555,1.4628572,12.278664]|1500663765700
536|MPU6500 Gyroscope Sensor|[0.096939065,0.023435818,0.011717909]|1500663765700
536|MPU6500 Acceleration Sensor|[-0.31124622,0.8858546,13.251906]|1500663765706
536|MPU6500 Gyroscope Sensor|[0.07350325,0.023435818,0.007456851]|1500663765705
536|MPU6500 Acceleration Sensor|[-0.7146692,0.65242,14.792575]|1500663765710
536|MPU6500 Gyroscope Sensor|[0.051132694,0.018109497,0.011717909]|1500663765710
536|MPU6500 Acceleration Sensor|[-0.878672,0.60453594,16.378735]|1500663765715
536|MPU6500 Gyroscope Sensor|[0.08522116,0.017044231,0.025566347]|1500663765715
536|MPU6500 Acceleration Sensor|[-1.4389153,0.5650316,17.034744]|1500663765721
536|MPU6500 Gyroscope Sensor|[0.18429075,0.017044231,0.033023197]|1500663765721
536|MPU6500 Acceleration Sensor|[-1.6400281,0.9888053,17.575834]|1500663765725
536|MPU6500 Gyroscope Sensor|[0.3089267,0.008522116,0.03089267]|1500663765725
536|MPU6500 Acceleration Sensor|[-0.80564886,1.2509704,17.555485]|1500663765731
536|MPU6500 Gyroscope Sensor|[0.43995422,-0.0053263223,0.037284255]|1500663765732
536|MPU6500 Acceleration Sensor|[-0.439336,0.82599956,17.338808]|1500663765736
536|MPU6500 Gyroscope Sensor|[0.5613944,-0.0127831735,0.03834952]|1500663765736
536|MPU6500 Acceleration Sensor|[-1.115698,0.58897364,16.141708]|1500663765740
536|MPU6500 Gyroscope Sensor|[0.65726817,-0.014913702,0.046871636]|1500663765740
536|MPU6500 Acceleration Sensor|[-1.6675615,0.82001406,14.408306]|1500663765746
536|MPU6500 Gyroscope Sensor|[0.700944,-0.025566347,0.07563378]|1500663765746
536|MPU6500 Acceleration Sensor|[-2.099715,0.7194576,13.496115]|1500663765750
536|MPU6500 Gyroscope Sensor|[0.68176925,-0.040480047,0.1107875]|1500663765750
536|MPU6500 Acceleration Sensor|[-2.2218192,0.5351041,13.802573]|1500663765755
536|MPU6500 Gyroscope Sensor|[0.61891866,-0.05752428,0.15233281]|1500663765755
536|MPU6500 Acceleration Sensor|[-1.7812861,1.0498575,14.453795]|1500663765760
536|MPU6500 Gyroscope Sensor|[0.5550028,-0.07350325,0.19387813]|1500663765761
536|MPU6500 Acceleration Sensor|[-1.5921441,1.8195933,15.163676]|1500663765765
536|MPU6500 Gyroscope Sensor|[0.52624065,-0.07669904,0.21624869]|1500663765765
536|MPU6500 Acceleration Sensor|[-1.553837,2.1152773,14.821305]|1500663765770
536|MPU6500 Gyroscope Sensor|[0.535828,-0.07669904,0.2130529]|1500663765770
536|MPU6500 Acceleration Sensor|[-1.5215151,2.1320367,13.754689]|1500663765775
536|MPU6500 Gyroscope Sensor|[0.5400891,-0.07882957,0.19707392]|1500663765775
536|MPU6500 Acceleration Sensor|[-1.567005,2.0147207,12.823344]|1500663765780
536|MPU6500 Gyroscope Sensor|[0.5123922,-0.08735169,0.17576863]|1500663765780
536|MPU6500 Acceleration Sensor|[-1.6244658,1.6555905,12.126632]|1500663765785
536|MPU6500 Gyroscope Sensor|[0.4708469,-0.08735169,0.16298546]|1500663765785
536|MPU6500 Acceleration Sensor|[-1.3215994,1.4568717,11.923124]|1500663765790
536|MPU6500 Gyroscope Sensor|[0.42290998,-0.080960095,0.16405073]|1500663765791
536|MPU6500 Acceleration Sensor|[-0.8439561,1.5071499,11.629835]|1500663765796
536|MPU6500 Gyroscope Sensor|[0.38456047,-0.0777643,0.16085494]|1500663765796
536|MPU6500 Acceleration Sensor|[-1.055843,1.7310078,12.081141]|1500663765801
536|MPU6500 Gyroscope Sensor|[0.35260254,-0.07456851,0.15020229]|1500663765801
536|MPU6500 Acceleration Sensor|[-0.9780314,2.3523033,12.75511]|1500663765806
536|MPU6500 Gyroscope Sensor|[0.3387541,-0.07563378,0.14487597]|1500663765806
536|MPU6500 Acceleration Sensor|[-0.7757214,2.7629087,13.517663]|1500663765810
536|MPU6500 Gyroscope Sensor|[0.35899413,-0.06711166,0.13209279]|1500663765810
536|MPU6500 Acceleration Sensor|[-0.36272156,2.6372132,13.200431]|1500663765815
536|MPU6500 Gyroscope Sensor|[0.4250405,-0.06391586,0.111852765]|1500663765815
536|MPU6500 Acceleration Sensor|[-0.06703765,2.243367,11.827356]|1500663765820
536|MPU6500 Gyroscope Sensor|[0.50813115,-0.056459017,0.083090626]|1500663765821
536|MPU6500 Acceleration Sensor|[-0.18794483,2.2146366,10.289082]|1500663765826
536|MPU6500 Gyroscope Sensor|[0.5411543,-0.051132694,0.05965481]|1500663765826
536|MPU6500 Acceleration Sensor|[-0.33039984,2.2409728,9.859323]|1500663765830
536|MPU6500 Gyroscope Sensor|[0.50813115,-0.043675844,0.0479369]|1500663765830
536|MPU6500 Acceleration Sensor|[0.015562311,2.5198972,10.33936]|1500663765835
536|MPU6500 Gyroscope Sensor|[0.44101948,-0.034088463,0.051132694]|1500663765835
536|MPU6500 Acceleration Sensor|[0.24301147,3.1591492,10.04607]|1500663765841
536|MPU6500 Gyroscope Sensor|[0.40053943,-0.025566347,0.0479369]|1500663765840
536|MPU6500 Acceleration Sensor|[0.061052144,4.1958385,9.90601]|1500663765846
536|MPU6500 Gyroscope Sensor|[0.3717773,-0.004261058,0.04474111]|1500663765845
536|MPU6500 Acceleration Sensor|[0.34835634,4.9679685,9.8042555]|1500663765850
536|MPU6500 Gyroscope Sensor|[0.34940675,-0.004261058,0.034088463]|1500663765851
536|MPU6500 Acceleration Sensor|[0.36511576,5.6539073,9.96347]|1500663765856
536|MPU6500 Gyroscope Sensor|[0.34834146,0.004261058,0.026631612]|1500663765855
536|MPU6500 Acceleration Sensor|[0.11133038,5.8023477,10.650606]|1500663765860
536|MPU6500 Gyroscope Sensor|[0.38136467,0.018109497,0.022370555]|1500663765860
536|MPU6500 Acceleration Sensor|[0.33877954,5.6670756,10.220847]|1500663765866
536|MPU6500 Gyroscope Sensor|[0.4495416,0.036218993,0.025566347]|1500663765866
536|MPU6500 Acceleration Sensor|[0.91937345,4.782418,8.943541]|1500663765870
536|MPU6500 Gyroscope Sensor|[0.5049353,0.04474111,0.03089267]|1500663765870
536|MPU6500 Acceleration Sensor|[0.7721301,3.807978,7.2029557]|1500663765875
536|MPU6500 Gyroscope Sensor|[0.49854377,0.05006743,0.03195793]|1500663765876
536|MPU6500 Acceleration Sensor|[0.6560113,3.5482068,7.9511437]|1500663765881
536|MPU6500 Gyroscope Sensor|[0.406931,0.054328486,0.029827405]|1500663765880
536|MPU6500 Acceleration Sensor|[0.641646,4.167108,8.791509]|1500663765886
536|MPU6500 Gyroscope Sensor|[0.3568636,0.046871636,0.014913702]|1500663765886
536|MPU6500 Acceleration Sensor|[1.1264719,4.665102,9.397242]|1500663765890
536|MPU6500 Gyroscope Sensor|[0.40053943,0.0628506,-0.010652645]|1500663765890
536|MPU6500 Acceleration Sensor|[0.8535329,5.2744265,9.40203]|1500663765895
536|MPU6500 Gyroscope Sensor|[0.43569317,0.07456851,-0.040480047]|1500663765895
536|MPU6500 Acceleration Sensor|[1.0821792,6.2644286,9.257181]|1500663765900
536|MPU6500 Gyroscope Sensor|[0.4261058,0.08841695,-0.03834952]|1500663765900
536|MPU6500 Acceleration Sensor|[1.0905589,7.5584946,9.033323]|1500663765906
536|MPU6500 Gyroscope Sensor|[0.39095205,0.0958738,-0.033023197]|1500663765907
536|MPU6500 Acceleration Sensor|[0.80804306,8.267179,9.276335]|1500663765912
536|MPU6500 Gyroscope Sensor|[0.36751625,0.10439592,-0.03089267]|1500663765912
536|MPU6500 Acceleration Sensor|[0.45010993,7.9846625,9.346964]|1500663765917
536|MPU6500 Gyroscope Sensor|[0.36645097,0.10865697,-0.02876214]|1500663765917
536|MPU6500 Acceleration Sensor|[0.7757214,6.9826894,9.141062]|1500663765921
536|MPU6500 Gyroscope Sensor|[0.37923414,0.1107875,-0.03195793]|1500663765921
536|MPU6500 Acceleration Sensor|[0.8379706,6.197391,8.582016]|1500663765927
536|MPU6500 Gyroscope Sensor|[0.37710363,0.12676647,-0.05752428]|1500663765926
536|MPU6500 Acceleration Sensor|[0.8619126,6.554127,8.215703]|1500663765931
536|MPU6500 Gyroscope Sensor|[0.32384038,0.13741912,-0.07882957]|1500663765931
536|MPU6500 Acceleration Sensor|[0.7697359,7.5333557,8.468291]|1500663765936
536|MPU6500 Gyroscope Sensor|[0.24074976,0.14061491,-0.08735169]|1500663765936
536|MPU6500 Acceleration Sensor|[0.6667852,6.919243,8.115147]|1500663765941
536|MPU6500 Gyroscope Sensor|[0.2034655,0.13422333,-0.10972224]|1500663765941
536|MPU6500 Acceleration Sensor|[0.059855044,6.4308257,8.522161]|1500663765947
536|MPU6500 Gyroscope Sensor|[0.1736381,0.1438107,-0.13954964]|1500663765946
536|MPU6500 Acceleration Sensor|[-0.04309563,6.7384806,9.367314]|1500663765951
536|MPU6500 Gyroscope Sensor|[0.13209279,0.1470065,-0.13741912]|1500663765951
536|MPU6500 Acceleration Sensor|[-0.45968673,7.1490865,9.860519]|1500663765955
536|MPU6500 Gyroscope Sensor|[0.10333065,0.1438107,-0.12037488]|1500663765955
536|MPU6500 Acceleration Sensor|[-0.90859956,6.805518,9.554062]|1500663765960
536|MPU6500 Gyroscope Sensor|[0.08628642,0.13635385,-0.099069595]|1500663765960
536|MPU6500 Acceleration Sensor|[-0.5554548,6.4978633,8.634688]|1500663765967
536|MPU6500 Gyroscope Sensor|[0.05965481,0.112918034,-0.080960095]|1500663765967
536|MPU6500 Acceleration Sensor|[-0.5638345,6.3458314,8.258799]|1500663765971
536|MPU6500 Gyroscope Sensor|[0.013848438,0.08948222,-0.0777643]|1500663765970
536|MPU6500 Acceleration Sensor|[-1.0821792,6.83784,8.100781]|1500663765977
536|MPU6500 Gyroscope Sensor|[-0.026631612,0.068176925,-0.070307456]|1500663765977
536|MPU6500 Acceleration Sensor|[-1.388637,7.615956,8.535329]|1500663765981
536|MPU6500 Gyroscope Sensor|[-0.039414786,0.056459017,-0.049002163]|1500663765981
536|MPU6500 Acceleration Sensor|[-1.388637,7.615956,8.535329]|1500663765985
536|MPU6500 Gyroscope Sensor|[-0.039414786,0.056459017,-0.049002163]|1500663765985
536|MPU6500 Acceleration Sensor|[-1.7537527,7.704541,8.627506]|1500663765990
536|MPU6500 Gyroscope Sensor|[-0.01917476,0.05006743,-0.03834952]|1500663765990
536|MPU6500 Acceleration Sensor|[-1.7537527,7.704541,8.627506]|1500663765993
536|MPU6500 Gyroscope Sensor|[-0.01917476,0.05006743,-0.03834952]|1500663765993
536|MPU6500 Acceleration Sensor|[-2.6551697,6.8486137,8.622718]|1500663765998
536|MPU6500 Gyroscope Sensor|[0.014913702,0.041545313,-0.033023197]|1500663765998
536|MPU6500 Acceleration Sensor|[-2.3355439,4.6339774,5.6527104]|1500663766002
536|MPU6500 Gyroscope Sensor|[-0.05539375,0.010652645,-0.0010652645]|1500663766002
536|MPU6500 Acceleration Sensor|[-2.2122424,4.253299,5.49589]|1500663766006
536|MPU6500 Gyroscope Sensor|[-0.2130529,0.004261058,0.014913702]|1500663766006
536|MPU6500 Acceleration Sensor|[-1.7884687,4.337096,6.18542]|1500663766010
536|MPU6500 Gyroscope Sensor|[-0.39840892,-0.00958738,0.035153728]|1500663766010
536|MPU6500 Acceleration Sensor|[-1.673547,4.7680526,7.8446016]|1500663766016
536|MPU6500 Gyroscope Sensor|[-0.53476274,-0.023435818,0.043675844]|1500663766016
536|MPU6500 Acceleration Sensor|[-2.1811178,4.923676,10.240001]|1500663766021
536|MPU6500 Gyroscope Sensor|[-0.56245965,-0.034088463,0.03195793]|1500663766021
536|MPU6500 Acceleration Sensor|[-1.8303672,4.97156,9.052477]|1500663766025
536|MPU6500 Gyroscope Sensor|[-0.43782368,-0.03834952,0.01917476]|1500663766025
536|MPU6500 Acceleration Sensor|[-1.9428947,4.63278,8.080431]|1500663766030
536|MPU6500 Gyroscope Sensor|[-0.3472762,-0.029827405,0.0053263223]|1500663766030
536|MPU6500 Acceleration Sensor|[-1.5873557,4.4639893,8.067263]|1500663766035
536|MPU6500 Gyroscope Sensor|[-0.33768883,-0.03834952,0.02130529]|1500663766035
536|MPU6500 Acceleration Sensor|[-1.4652514,4.1371803,8.084022]|1500663766040
536|MPU6500 Gyroscope Sensor|[-0.35153726,-0.04580637,0.03089267]|1500663766040
536|MPU6500 Acceleration Sensor|[-1.3503298,3.6236243,8.258799]|1500663766047
536|MPU6500 Gyroscope Sensor|[-0.36964676,-0.05006743,0.03195793]|1500663766047
536|MPU6500 Acceleration Sensor|[-1.4317327,3.0705638,7.7691846]|1500663766051
536|MPU6500 Gyroscope Sensor|[-0.38456047,-0.05752428,0.029827405]|1500663766051
536|MPU6500 Acceleration Sensor|[-0.9911995,2.5079262,7.5070195]|1500663766055
536|MPU6500 Gyroscope Sensor|[-0.41545314,-0.07243799,0.027696876]|1500663766055
536|MPU6500 Acceleration Sensor|[-1.2042835,2.2828712,7.302315]|1500663766060
536|MPU6500 Gyroscope Sensor|[-0.45060685,-0.08735169,0.02130529]|1500663766060
536|MPU6500 Acceleration Sensor|[-1.3299791,2.0805612,8.133103]|1500663766065
